	sex	residence	name	blood_group	birthdate	address	current_location	race	ssn
970	F	"158 Laura Street Apt. 164
Alexfurt, WY 10524"	Maureen Ramsey	B+	05 Jun 1956	"1045 Fisher Harbors
Kimchester, ND 26389"	(Decimal('84.5939325'), Decimal('1.882068'))	White	667-67-2854
971	M	"2413 Fisher Path Apt. 699
Johnville, VA 52633"	Allen West	AB+	1959/11/12	"90007 Johnson Point Suite 736
Rachelland, NJ 89708"	(Decimal('-72.0407525'), Decimal('-141.058926'))	White	667-08-3778
972	M	"881 Craig Street
Jacksonshire, WI 91567"	Gregory Knight	O-	2013-03-22	"4041 Lowe Bridge
South Gregory, MA 47747"	(Decimal('43.887586'), Decimal('-3.772324'))	White	404-20-3212
973	F	"676 Kenneth Mission
North Madeline, DC 33505"	Amanda Martinez	B-	2012/10/21	"20980 Christopher Mountain
Lake Stephen, NJ 32784"	(Decimal('-7.437623'), Decimal('-7.533817'))	White	532-86-7350
974	M	"79115 Lisa Meadow
Lake Jessica, GA 80189"	Edward Williams Jr.	B-	10/02/1927, 00:00:00	"51156 Jackson Views
East Kristymouth, WY 22271"	(Decimal('-57.5310225'), Decimal('179.614657'))	White	151-44-3828
975	F	"552 John Greens Apt. 981
Port Michellebury, CO 11455"	Jacqueline Gates	O+	06/15/2010, 00:00:00	"USNV Chase
FPO AA 55290"	(Decimal('-6.6396615'), Decimal('21.517217'))	White	672-07-3390
976	M	"2499 Lee Groves Apt. 248
South Kristen, VT 66070"	Justin Hamilton	A+	2011/01/26	"1603 Lauren Tunnel Suite 093
Port Tammyborough, FL 19575"	(Decimal('27.2407565'), Decimal('-154.773838'))	White	020-80-1972
977	F	"51371 Ashley Neck
Christineburgh, HI 71833"	Samantha Lewis	B-	25 Oct 1945	"38809 Scott Springs Suite 964
Sallyview, UT 18297"	(Decimal('60.8135025'), Decimal('-176.887873'))	White	088-46-4010
978	F	"3323 Warren Tunnel
Thomastown, NC 20316"	Judith Rios	A-	1937-01-06	"893 Erin View
South Nicholefurt, CT 89207"	(Decimal('68.175829'), Decimal('28.378390'))	White	045-88-0963
979	F	"Unit 6585 Box 6645
DPO AP 39625"	Melissa Shields	A-	2016-11-04	"41891 Brittany Drive
Scotthaven, HI 16125"	(Decimal('37.6080635'), Decimal('86.572381'))	Black	076-78-6789
980	M	"594 Kenneth Drive
South Amanda, PA 90796"	Kenneth Green	B+	04/08/1944, 00:00:00	"244 Brandy Parks
New Amber, AZ 14953"	(Decimal('-66.228260'), Decimal('97.235215'))	White	199-33-7584
981	M	"325 Mendoza Coves
Sabrinafort, KY 22365"	Patrick Lee	O-	1958-05-02	"469 Saunders Meadow
Bakerfurt, WA 02716"	(Decimal('-40.068785'), Decimal('168.380662'))	White	226-98-1995
982	F	"9989 Todd Plains Suite 098
Port Sharontown, LA 48878"	Nicole Lee	B-	15 Feb 1955	"73232 Francisco Knoll Apt. 258
Nicholaston, NE 89354"	(Decimal('84.397647'), Decimal('-76.836278'))	Black	202-49-2985
983	F	"5990 Oliver Turnpike
East Riley, MD 11283"	Amanda Farley MD	A+	1962/01/31	"973 Hughes Rest
Haneyside, KS 94355"	(Decimal('-16.3457755'), Decimal('72.775106'))	White	065-53-4575
984	F	"63672 Hull Pike
South Robert, MO 85269"	Rachel Howell	AB+	08/03/1939, 00:00:00	"641 Brewer Falls Apt. 468
Teresashire, CO 49160"	(Decimal('-84.281468'), Decimal('120.927166'))	Black	212-22-8446
985	F	"737 Gonzalez Mountains Apt. 782
Amandaland, MA 26284"	Maria Banks	O+	2020-09-03	"126 Walters Village Apt. 496
Benjaminborough, AZ 81991"	(Decimal('75.604796'), Decimal('47.278211'))	White	313-20-5866
986	M	"2346 Wilson Unions
Harrisland, ND 52276"	George Williams	B-	16 Jul 2017	"6380 Matthew Fields
Kristinaland, NV 53871"	(Decimal('-77.997866'), Decimal('45.540770'))	Black	622-43-3973
987	M	"07617 Timothy Greens Apt. 909
South Susanport, IA 86811"	Gary Ward	O-	1978-02-13	"0748 Eric Rest
North Martin, KS 81218"	(Decimal('20.431071'), Decimal('68.660637'))	Asian	039-87-7368
988	M	"422 Jeff Lock
Lake Teresastad, MA 60356"	Nathan Harper	O-	28 Jan 1930	"2456 Baker Springs
West Kenneth, MO 55279"	(Decimal('6.7151775'), Decimal('176.421239'))	White	674-52-2808
989	F	"PSC 1564, Box 0917
APO AA 51171"	Caitlin Powell	O-	04 Jun 1935	"6113 Smith Meadow Suite 759
Dunlapfort, WV 35826"	(Decimal('-24.8453055'), Decimal('117.198627'))	White	374-19-6874
990	M	"PSC 1052, Box 1240
APO AE 19970"	Willie Clark	B-	2008/09/10	"4930 Morris Groves Suite 529
Lake Danielle, LA 33818"	(Decimal('54.2005415'), Decimal('-138.316672'))	White	139-47-8152
991	M	"878 Castro Village Suite 575
Cohenfort, TX 43214"	George Moon	O+	08/05/1973, 00:00:00	"PSC 6431, Box 5607
APO AA 16535"	(Decimal('-77.7856175'), Decimal('-115.725085'))	Hawaiian	462-40-4280
992	F	"642 Lawrence Rue Apt. 049
Port Lori, OK 57239"	Tammy Johnson	A+	1946/04/24	"7949 Maddox Plaza Apt. 974
East Gerald, AR 99199"	(Decimal('65.814206'), Decimal('-46.540722'))	Black	561-65-1049
993	F	"09365 Cody Fields Apt. 162
Lake Tony, LA 69278"	Bailey Ford	A+	24 Dec 1933	"USS Lewis
FPO AE 97791"	(Decimal('64.9975025'), Decimal('-31.094097'))	White	110-17-8519
994	F	"109 Robert Isle Suite 177
East John, NM 93700"	Heather Lee	B+	10 Apr 1941	"64940 Randy Place Apt. 278
Welchville, FL 53577"	(Decimal('-31.735800'), Decimal('75.873988'))	White	488-19-4395
995	M	"5898 Nelson Land
Amandaberg, LA 60598"	Joel Rodriguez	O-	1961/01/24	"1547 Shelton Crest
Scottshire, NC 97056"	(Decimal('-12.821463'), Decimal('-40.038556'))	White	719-96-8676
996	F	"Unit 5130 Box 3985
DPO AE 38180"	Ann Glass	AB+	1953-04-20	"67972 Mendoza Islands Apt. 241
Lake Linda, VT 10673"	(Decimal('-84.231744'), Decimal('15.884396'))	White	668-06-4061
997	M	"59078 Ford Square Suite 117
Adamside, SC 06890"	Dr. Bryce Anderson IV	B-	18 Nov 1967	"Unit 2144 Box 5801
DPO AA 55116"	(Decimal('60.8478405'), Decimal('114.077371'))	Black	837-48-7165
998	F	"273 Nancy Light
Shafferland, WV 12743"	Mrs. Jennifer Davis	A-	1917/09/03	"443 Henderson Rapids Apt. 385
Marytown, WV 03217"	(Decimal('-74.423062'), Decimal('1.734601'))	White	507-65-1014
999	M	"64753 Smith Points Apt. 971
West Daniel, MD 53218"	Paul Parker	O+	04/12/1924, 00:00:00	"PSC 5783, Box 7614
APO AE 28856"	(Decimal('34.2495215'), Decimal('84.571914'))	White	856-87-2492
1000	M	"37904 Jones Point
South Craig, MI 95440"	Brandon King	A+	27 Jan 1939	"4772 Lisa Club Suite 166
Katherineland, IN 31310"	(Decimal('28.3111365'), Decimal('60.849042'))	Black	382-68-5353
1001	F	"PSC 7602, Box 0838
APO AP 29680"	Haley Johnson	B-	07/31/2019, 00:00:00	"Unit 5793 Box 9933
DPO AA 23961"	(Decimal('-2.3782425'), Decimal('175.869288'))	Black	635-34-4429
1002	F	"18451 Anthony Stravenue Apt. 368
New Amanda, DE 23752"	Kimberly Bush	B+	1928/08/27	"4471 Thomas Plaza
Loganstad, RI 23101"	(Decimal('-88.290094'), Decimal('-13.481830'))	White	851-12-9272
1003	F	"2119 Weaver Lock Suite 176
Wesleyborough, VT 47228"	Erica Porter	AB+	1956-07-19	"03847 Devin Way Apt. 113
Drakestad, TX 26363"	(Decimal('-28.3930965'), Decimal('-159.833692'))	Black	351-65-8832
1004	M	"04543 Stone Springs
Jerrybury, AK 25064"	Charles Phillips	A-	1940/05/11	"PSC 2088, Box 8512
APO AA 84124"	(Decimal('-56.454128'), Decimal('-10.941158'))	Indian	588-04-4609
1005	F	"7921 Darius Lodge
West Jeffreyview, CO 82722"	Dana Martinez DVM	AB-	1917-05-06	"2558 Miller Landing Apt. 851
Vasquezside, WY 65382"	(Decimal('-69.5197975'), Decimal('110.397903'))	White	001-61-4576
1006	M	"427 Lopez Land Apt. 476
Scotthaven, PA 62665"	John Chapman	A-	2010/11/15	"2474 Clarke Courts Apt. 372
South Jessica, DC 89568"	(Decimal('26.133781'), Decimal('130.991736'))	Hawaiian	686-23-3893
1007	M	"823 Newton Road Suite 423
Williamsbury, HI 45650"	Jesse Richards	O+	01/03/1951, 00:00:00	"58365 Ruiz Course Suite 057
Port William, GA 95250"	(Decimal('-66.6871245'), Decimal('152.901023'))	White	851-08-3839
1008	M	"427 Lee Lane
Deborahview, CA 00901"	Matthew Olsen	A+	01 Oct 1960	"337 Thomas Skyway Suite 736
South Misty, MN 59235"	(Decimal('-80.528588'), Decimal('-85.992537'))	White	075-30-8936
1009	F	"699 Dylan Vista Apt. 032
Port Kyle, KS 89159"	Samantha Edwards	O+	1974/06/18	"37521 Clark Summit
Martinezburgh, WI 44171"	(Decimal('24.426834'), Decimal('-65.069576'))	Black	450-54-4600
1010	F	"608 Hill Lake
Matthewbury, CT 13716"	Lisa Weaver	O+	1916-05-12	"776 Ashley River Apt. 229
Myersmouth, IL 50825"	(Decimal('-48.8995255'), Decimal('4.501928'))	Black	555-14-4758
1011	M	"0952 Vargas Pines
New Julie, IN 14895"	Michael Mckinney	B-	1935/06/20	"8653 Gina Avenue Suite 138
Port Thomas, UT 70574"	(Decimal('-87.399285'), Decimal('-91.852033'))	Black	598-74-2720
1012	F	"6379 Davis Manor
East Nicole, TX 04388"	Rachel White	O-	1950-07-15	"67910 Gonzalez Motorway Suite 193
New Robert, VA 20628"	(Decimal('-62.3581695'), Decimal('106.066825'))	Black	523-32-1742
1013	F	"16053 Nicholas Springs
North Meagan, WV 89121"	Heather Harrington	B+	21 Oct 1973	"048 Terry Drive Suite 849
West Joshua, MA 37319"	(Decimal('40.5657665'), Decimal('-107.604396'))	Indian	064-83-8842
1014	F	"427 Lisa Pines
Alvaradoview, NY 51348"	Michelle Roy	A-	15 Oct 1933	"187 Leon Burg
Archerfort, NY 75611"	(Decimal('37.367602'), Decimal('43.215659'))	White	053-64-9045
1015	M	"9543 Alexander Greens Apt. 690
Samuelfurt, MD 24135"	Todd Rodriguez	AB+	16 Apr 1923	"PSC 6414, Box 8850
APO AE 29255"	(Decimal('25.851838'), Decimal('-55.952422'))	Indian	404-87-0627
1016	F	"2450 Katherine Bridge Suite 757
South Heather, IA 09189"	Hannah Wilson DDS	B+	2010-09-08	"75152 Larry Cliff
Reyesfurt, WA 93728"	(Decimal('5.9141155'), Decimal('124.356527'))	Asian	151-64-6824
1017	M	"7688 Flynn Corners
New Luismouth, AK 90246"	Adam Richardson	O+	1971-12-28	"51155 Christopher Ramp Apt. 358
East Jeffery, MI 50175"	(Decimal('83.898107'), Decimal('-3.008119'))	White	824-11-4480
1018	F	"109 Cox Alley Apt. 261
Patriciaberg, CT 88411"	Theresa Berg	B+	1981/03/06	"39061 Richard Parkway
Lisaburgh, SC 24474"	(Decimal('-71.1871735'), Decimal('-133.508506'))	White	059-71-4996
1019	M	"441 Leon Forest
Fisherview, WA 85792"	Peter Benitez	B+	1954/04/02	"4067 Alexandra Crest Apt. 356
Jamesmouth, PA 20880"	(Decimal('-88.1631215'), Decimal('1.388294'))	Asian	539-62-0026
1020	M	"0533 Annette Haven Suite 163
South Amberview, NC 06877"	Charles Davis	AB+	1939/03/30	"6950 Barnes Corners
North Andrewchester, MO 11639"	(Decimal('-69.295641'), Decimal('-98.024916'))	Asian	783-77-2237
1021	M	"89396 Martin Loaf Apt. 390
West Michael, LA 01636"	Connor Nelson	A+	1929-08-12	"7198 Amber Path
West Crystalshire, IN 25746"	(Decimal('-13.4994265'), Decimal('-172.229116'))	White	190-27-3744
1022	M	"79084 Sutton Extension Suite 120
Bobbyview, WV 37125"	Kevin Orr	AB-	10/08/1991, 00:00:00	"067 Beth Station
Raystad, TX 10577"	(Decimal('69.973857'), Decimal('45.665923'))	White	743-97-6667
1023	M	"22201 Lynn Motorway Suite 461
West Ericland, TN 60494"	Andrew Lee	B+	04/16/1990, 00:00:00	"6731 Woods Streets
Jenniferside, FL 50973"	(Decimal('-56.919380'), Decimal('-130.715131'))	White	141-32-9448
1024	F	"00729 Adams Village
Elizabethtown, UT 05382"	Diana Hall	B-	22 Nov 1984	"50015 Casey Ports Suite 030
Jenniferstad, DC 95881"	(Decimal('-16.6812605'), Decimal('9.133846'))	Black	535-89-0213
1025	F	"058 Francisco Springs
Lake Haroldton, IA 27403"	Joanne Martin	AB-	2016-08-14	"PSC 1926, Box 2201
APO AP 44835"	(Decimal('65.5390295'), Decimal('-161.269000'))	White	865-22-7042
1026	F	"43319 Margaret Cliffs Suite 661
South Lisachester, MA 49728"	Sarah Pittman	AB-	1924-03-12	"549 Kayla Row Apt. 381
Susanland, IL 05415"	(Decimal('58.048444'), Decimal('143.372035'))	White	313-33-9341
1027	F	"731 Lewis Landing
Shawnfort, ME 14218"	Sara Fields	B-	06/14/2011, 00:00:00	"26345 Kevin Crossroad Suite 688
Port Heidi, WI 06647"	(Decimal('24.916640'), Decimal('166.495123'))	White	297-69-8770
1028	M	"5825 Jason Mountain
Hayleyberg, NH 37894"	Brandon Ramirez	O-	05/15/1979, 00:00:00	"46768 Brittney Springs
Arthurburgh, NV 97843"	(Decimal('-75.5174545'), Decimal('-1.408662'))	black	317-16-7182
1029	F	"173 Foster Pass Suite 142
South Sharonton, LA 39234"	Ashley Sanford	A-	10/22/2017, 00:00:00	"169 Brooke Mountains Apt. 078
Tiffanyfort, TX 57304"	(Decimal('-22.469255'), Decimal('-83.599704'))	Black	311-90-5973
1030	F	"8316 Alexander Hills Suite 805
Petersenside, ND 26635"	Rebecca Ellis	A+	1986/04/24	"96976 Park Points
Lake Sonya, MA 19744"	(Decimal('39.269350'), Decimal('164.098972'))	White	075-39-4339
1031	M	"8612 Ashley Courts Suite 388
South Tonychester, IN 28469"	Michael Montgomery	A-	1943/05/22	"1658 Ryan Lane
East Kimberly, IA 95278"	(Decimal('70.888213'), Decimal('-153.487073'))	White	559-79-9815
1032	F	"71811 Tiffany Views
Rogersside, LA 74729"	Melissa Zimmerman	O+	25 Apr 1991	"969 Anthony Wells Apt. 970
Oscarbury, ID 07326"	(Decimal('50.529819'), Decimal('131.388030'))	Hawaiian	445-86-1133
1033	M	"USS Abbott
FPO AP 34949"	Christopher Armstrong	A+	12/10/1938, 00:00:00	"853 Thompson Light
Moorefort, UT 57300"	(Decimal('67.7209895'), Decimal('-148.335702'))	White	309-14-4795
1034	M	"9796 Callahan Ville Suite 163
East Dawnview, AK 85499"	Frank Mitchell	B-	05/07/1914, 00:00:00	"10290 Melissa Court
Lake Stephanie, AL 28590"	(Decimal('49.8166905'), Decimal('-52.061678'))	White	836-64-2382
1035	F	"0924 Caitlin Union
Karenfort, HI 17270"	Patricia Harvey	O+	1993-12-06	"6743 Clark Expressway
East Davidberg, MI 60216"	(Decimal('75.7679985'), Decimal('81.279232'))	Indian	029-87-3029
1036	M	"2082 Johnson Place
South Andrewhaven, WY 43751"	Gregory Munoz	A-	17 May 1913	"8343 Boone Drive
Port Brittany, AL 52220"	(Decimal('-11.920275'), Decimal('-174.692690'))	Asian	725-61-7821
1037	M	"742 Emily Harbors Suite 875
Port Bethanyton, GA 25197"	Allen Carpenter	A+	1981-04-24	"05345 Monica Rue Suite 166
Martinfurt, UT 59775"	(Decimal('25.7703615'), Decimal('-60.332415'))	Black	851-60-3718
1038	M	"849 Carlos Rapid
West Heidimouth, WA 94242"	Brian Gonzalez	O-	1961-05-02	"09868 Terrell Passage Suite 554
East Angela, CA 10555"	(Decimal('-89.890411'), Decimal('164.945873'))	White	195-51-4412
1039	F	"782 Michelle Fork Apt. 849
East Josephland, VT 54055"	Tiffany Allen	B+	08/25/1975, 00:00:00	"8958 Autumn Wall
Andrademouth, WV 31981"	(Decimal('-6.9160745'), Decimal('-20.308554'))	Asian	599-18-0960
1040	M	"PSC 1714, Box 7547
APO AA 03300"	Casey Anderson	A-	11 Jun 1944	"448 Shane Underpass
Lake Richardborough, SC 12327"	(Decimal('26.9810955'), Decimal('131.129153'))	White	458-59-9952
1041	F	"893 Oliver Loaf
South Amanda, AZ 53910"	Becky Williams	AB+	01/03/1954, 00:00:00	"283 Hailey Station
Walkermouth, NM 90251"	(Decimal('-7.4858505'), Decimal('146.280352'))	White	070-98-1881
1042	F	"8100 Miller Hollow
South Jonathan, IL 18765"	Shannon Whitehead	B-	1996-07-18	"296 Brianna Station Suite 142
Ruizview, MO 08076"	(Decimal('61.1868165'), Decimal('-174.715128'))	Indian	280-81-1108
1043	M	"89781 Lori Divide
Lake Kayla, NC 44121"	George Farrell	A-	03 Nov 1967	"616 Lori Rapid Apt. 951
Williamsview, DE 88724"	(Decimal('-73.437085'), Decimal('-160.187106'))	Black	217-07-5263
1044	F	"Unit 4942 Box 4434
DPO AE 91225"	Diane Wood	B+	1949/11/21	"4696 Jessica Parkway Suite 877
South Daniel, IL 99881"	(Decimal('57.503457'), Decimal('40.529521'))	Black	067-86-2524
1045	F	"029 Kathleen Alley Apt. 030
East Joshua, MO 35652"	Morgan Stanley	O-	05/18/1993, 00:00:00	"4975 Jenkins Islands
Burkechester, WA 34304"	(Decimal('72.988779'), Decimal('-63.503458'))	white	846-01-7606
1046	M	"611 Rodriguez Road Apt. 863
Port Patriciaview, FL 98486"	Michael Pham	AB+	1956/11/09	"26618 Mckinney Pines
Tonishire, NC 70553"	(Decimal('1.4850145'), Decimal('86.358380'))	Indian	637-34-1144
1047	M	"720 Pierce Locks Apt. 569
Williamtown, NE 12716"	Edward Roberts	O-	1953-08-31	"53918 Emily Estates Apt. 394
South Jennifer, NJ 74050"	(Decimal('-9.0066955'), Decimal('124.793402'))	White	124-46-6249
1048	M	"76978 Morales Square Apt. 307
Port Davidmouth, HI 50083"	Jared Tucker	AB+	31 Jul 1943	"51266 Edward Spring Suite 936
West Joshua, GA 83125"	(Decimal('46.510650'), Decimal('-107.482778'))	White	659-06-5611
1049	M	"02578 Anderson Via
North Melissaland, MD 48276"	Thomas Kramer	O+	1925-05-17	"93347 Gregory Skyway
West Richardtown, WA 46904"	(Decimal('81.008360'), Decimal('-50.855378'))	White	181-98-5558
1050	F	"114 Shelley Villages
Rachelburgh, AZ 22674"	Connie Anderson	O+	2003/01/15	"56942 Anderson Wells Apt. 090
East Dawnside, SD 19830"	(Decimal('15.2623405'), Decimal('-24.195824'))	White	234-15-0818
1051	F	"19395 Bolton Valleys Suite 369
South Brianchester, NV 43093"	Danielle Kaufman	A-	1991/11/25	"9302 Bishop Falls Apt. 060
Garciaton, FL 45312"	(Decimal('9.6716685'), Decimal('146.683221'))	Black	407-09-9240
1052	M	"PSC 0503, Box 1822
APO AA 34942"	Christopher Young	A+	1923/08/06	"324 Tamara Stream
Port Laurenberg, MO 42172"	(Decimal('59.584688'), Decimal('146.682371'))	Hawaiian	197-98-9027
1053	F	"0086 Jennifer Drive
West Robinhaven, AZ 58597"	Susan Reynolds	B-	1906-05-27	"2030 Scott Parks
Josephburgh, NM 94653"	(Decimal('-32.1891555'), Decimal('170.872227'))	blsck	211-17-9568
1054	F	"7984 Mccoy Harbor Apt. 904
East John, IA 70281"	Anne Key	B+	10/06/2001, 00:00:00	"9589 Simon Mall Apt. 807
Wilsonside, RI 01622"	(Decimal('-87.8842075'), Decimal('-2.244083'))	Black	725-76-4293
1055	F	"1852 Darrell Plain Suite 290
Russoshire, ND 34416"	Alyssa Diaz	AB-	1931-04-21	"67538 Karen Lakes
Weisstown, WI 47870"	(Decimal('-9.011289'), Decimal('133.499679'))	white	842-11-2339
1056	F	"5319 Dixon Valley Suite 436
Port William, ME 61757"	Judy Price	AB-	18 Sep 1962	"USNS Warren
FPO AA 55351"	(Decimal('-85.0596045'), Decimal('-19.445646'))	White	131-97-3878
1057	F	"924 Bailey Grove
North Shane, NM 14746"	Tracy Carr	AB-	11/30/1943, 00:00:00	"Unit 3767 Box 0095
DPO AP 16166"	(Decimal('34.0309035'), Decimal('157.788807'))	White	640-43-6962
1058	F	"54077 Ronnie Course
Nicoleborough, CO 18721"	Amy Goodman	O-	06 Oct 1933	"PSC 7975, Box 7173
APO AP 20233"	(Decimal('64.1967365'), Decimal('150.100063'))	blsck	372-90-1445
1059	F	"2446 Decker Harbors Suite 264
Port Lisa, OH 16029"	Angela Ball	O-	1998/07/07	"695 Katrina Forges Apt. 335
Lake Andrewborough, IL 20801"	(Decimal('71.916674'), Decimal('-25.701117'))	White	236-56-1812
1060	F	"0835 Sharon Fork
South Rodney, DE 59741"	Michelle Choi	O+	1929/03/26	"23996 Nunez Islands Apt. 466
Port Thomas, MA 80384"	(Decimal('33.176909'), Decimal('-16.426694'))	White	405-12-3865
1061	M	"8867 Jeffrey Spur
Port Thomashaven, WY 46080"	David Gonzalez Jr.	A+	1949/03/28	"13062 Hamilton Views Apt. 977
North Brian, IL 32057"	(Decimal('73.126155'), Decimal('178.670106'))	White	873-48-2338
1062	M	"45250 Jeremy Camp
Jasonstad, MS 78779"	Christopher Potter	O-	13 Apr 1940	"3492 Christian Shoals
South Jeanne, WY 69634"	(Decimal('-43.071326'), Decimal('-0.808530'))	White	310-84-4461
1063	F	"3885 Dickson Terrace
Brownfurt, RI 15792"	Joy Brown	A-	27 Nov 2015	"8168 Rivera Green
Scottland, CT 69240"	(Decimal('23.5434845'), Decimal('31.356498'))	Black	766-42-1847
1064	F	"00209 Johnson Shores Suite 902
Port Gary, NE 14471"	Megan Taylor	AB+	16 Feb 1927	"0011 Colleen Fields
North Patrickton, AZ 30111"	(Decimal('-88.2275605'), Decimal('172.244291'))	White	001-41-4578
1065	M	"082 Patricia Ridge Apt. 326
East Thomas, WI 22689"	Ronald Weber	O-	17 Nov 1906	"29160 Valerie Prairie
Port Natalie, WA 25726"	(Decimal('88.7296805'), Decimal('8.843740'))	White	528-14-3127
1066	M	"809 Curtis Mall
East Adam, NV 83523"	Michael Wells	O+	27 Jul 1954	"0323 Melissa Turnpike
Yvonneton, MS 95797"	(Decimal('-19.022639'), Decimal('121.529475'))	White	200-87-8687
1067	F	"63113 Anna Circles
East Samantha, TN 53820"	Tiffany Harvey	B-	1997/10/30	"38815 Albert Creek
West Mary, NY 87299"	(Decimal('13.472041'), Decimal('-123.301082'))	Black	802-36-8716
1068	F	"24309 Wheeler Fork Apt. 592
New Alexandraport, NM 14947"	Sierra Mcgrath	O+	1915/09/10	"9896 Christopher Haven
Johnport, NY 21385"	(Decimal('55.259307'), Decimal('118.286090'))	White	090-27-0573
1069	M	"402 Jesus Mission
Jeremyville, MN 29908"	William George	AB+	18 Sep 1971	"15707 Steven Turnpike
West Christopherborough, ND 50215"	(Decimal('-13.9914785'), Decimal('62.518155'))	White	359-83-3592
1070	M	"722 Murphy Wells
Wilsonton, SC 07100"	Robert Luna	AB+	1934-05-08	"6527 Rogers Turnpike Suite 678
Lake Maxwellhaven, CT 26224"	(Decimal('46.9602445'), Decimal('-162.494532'))	White	613-51-3748
1071	F	"121 Taylor Street
Brianmouth, GA 83384"	Tammy Martin	AB-	08/26/1963, 00:00:00	"507 Steven Cove
South Paul, ND 61147"	(Decimal('-79.940057'), Decimal('-1.029306'))	White	888-79-4800
1072	F	"55249 Ramsey Mount Suite 244
Gibbsborough, WV 58408"	Lisa Johns	A-	1982/02/26	"801 Mills Via Suite 880
Henrymouth, SD 12624"	(Decimal('-40.786509'), Decimal('-20.462085'))	Black	105-89-6803
1073	F	"29451 Brian Ridges
Vaughnshire, AZ 51215"	Christine Woods	A-	1926/06/24	"84813 James Skyway
Martinmouth, UT 86554"	(Decimal('-48.0259265'), Decimal('176.255774'))	Indian	442-23-9568
1074	M	"44887 Dylan Fort Apt. 003
Port Carriechester, CA 45023"	Cody Pitts	B+	24 Jan 1909	"3176 Jose Islands
New Tinaville, LA 73540"	(Decimal('56.7093035'), Decimal('171.381731'))	Hawaiian	739-94-8855
1075	F	"3854 Garner Inlet
Steventown, MO 29961"	Jessica Ingram	A-	04/12/2004, 00:00:00	"535 Robert Groves Suite 242
Douglasmouth, IN 19059"	(Decimal('80.9926505'), Decimal('-94.863301'))	White	323-76-2806
1076	M	"230 West View Apt. 669
Lisaville, AR 06790"	Joseph Hoffman	O-	1917/06/13	"16675 Hendricks Mission
Dianamouth, OR 91842"	(Decimal('-85.1807855'), Decimal('-44.918816'))	Asian	128-80-8604
1077	M	"7091 Jack Curve Suite 738
Patrickville, TN 95490"	Brian Cowan	A-	04 May 1953	"6991 Ryan Brooks Apt. 804
Michaelfurt, ID 40529"	(Decimal('-32.300385'), Decimal('97.472770'))	White	680-85-6622
1078	F	"603 Ricardo Spur Apt. 837
Lloydfurt, PA 66439"	Lisa Goodwin	O-	1998/01/18	"78373 Edward Shoals
Schroedermouth, TN 30410"	(Decimal('60.338133'), Decimal('-17.267666'))	Asian	670-72-7929
1079	M	"11799 Diana Islands
Lake Darlenechester, TX 41184"	Brett Brown	AB+	1939/07/22	"2497 Lisa Squares Suite 251
Ronaldside, WY 05750"	(Decimal('-3.0640265'), Decimal('179.937984'))	White	259-76-9701
